JPM,XOM,CRM,AMZN,TSLA,TWTR,AAPL,ORCL,GOOG,ZM,MCD,NKE,SBUX,T,KO
155.28256225585938,51.44331359863281,268.32000732421875,173.9499969482422,244.69667053222656,65.55000305175781,151.66017150878906,88.56231689453125,145.8419952392578,290.8599853515625,232.9534912109375,163.01748657226562,114.88739013671875,18.961118698120117,54.61262893676758
156.00201416015625,52.69663619995117,264.1499938964844,173.156005859375,244.1300048828125,64.5999984741211,152.79380798339844,88.4146499633789,144.218994140625,295.0899963378906,234.63595581054688,162.13584899902344,114.80914306640625,19.27492904663086,54.689697265625
155.05894470214844,52.49571228027344,267.0799865722656,173.90249633789062,244.52333068847656,64.66000366210938,153.440185546875,88.61155700683594,144.77499389648438,298.2900085449219,233.60887145996094,161.75938415527344,114.6330795288086,19.219139099121094,54.651161193847656
154.78672790527344,52.18955993652344,265.2099914550781,175.46449279785156,250.97332763671875,64.9800033569336,155.81687927246094,87.35130310058594,145.5189971923828,299.9599914550781,231.03627014160156,161.115478515625,113.26361846923828,19.121511459350586,53.6300048828125
154.09645080566406,51.7111930847168,262.6199951171875,176.27499389648438,251.2899932861328,62.27000045776367,154.2456817626953,88.08973693847656,144.8834991455078,293.6000061035156,233.41323852539062,159.20358276367188,115.46453094482422,19.247034072875977,54.352516174316406
154.7672882080078,51.74946594238281,260.739990234375,174.20799255371094,251.6199951171875,62.459999084472656,153.2114715576172,88.15865325927734,144.9134979248047,295.8599853515625,233.40345764160156,161.80892944335938,116.19815826416016,19.121511459350586,53.81304168701172
152.98812866210938,51.64422607421875,257.20001220703125,173.45750427246094,245.42333984375,61.560001373291016,148.139892578125,88.29649353027344,141.92100524902344,301.5,233.96102905273438,162.0565948486328,116.73616027832031,18.954145431518555,53.572200775146484
155.41867065429688,52.97407531738281,254.11000061035156,172.85850524902344,247.6666717529297,59.65999984741211,148.71665954589844,87.51868438720703,143.46499633789062,290.239990234375,235.94674682617188,158.02474975585938,116.57965850830078,19.191246032714844,54.015342712402344
152.70619201660156,52.21826934814453,254.3699951171875,172.5,248.163330078125,60.189998626708984,147.29461669921875,85.0572509765625,143.406005859375,281.44000244140625,235.86846923828125,157.27186584472656,116.26663208007812,19.058752059936523,54.05416488647461
153.7659149169922,53.978641510009766,256.1600036621094,173.7895050048828,251.94332885742188,61.84000015258789,148.19955444335938,86.37657928466797,145.20599365234375,279.1199951171875,235.72174072265625,156.42984008789062,112.13871002197266,19.22611427307129,54.238590240478516
153.69784545898438,53.40460968017578,260.3599853515625,174.41200256347656,252.3300018310547,62.290000915527344,147.96087646484375,85.90399169921875,144.37350463867188,278.2200012207031,237.903076171875,156.12274169921875,112.16805267333984,19.247034072875977,53.72415542602539
153.29922485351562,52.77316665649414,260.5299987792969,173.12600708007812,253.163330078125,62.470001220703125,145.24609375,85.0572509765625,141.4635009765625,287.67999267578125,237.1988067626953,154.95379638671875,110.93555450439453,19.198217391967773,52.84088897705078
148.7103729248047,51.36677169799805,258.2200012207031,167.7864990234375,243.38999938964844,60.95000076293945,142.1434783935547,84.84064483642578,139.01699829101562,280.6700134277344,233.87298583984375,152.8041229248047,109.3802490234375,18.975067138671875,52.47205352783203
148.72982788085938,51.31893539428711,257.9700012207031,167.18150329589844,246.4600067138672,62.779998779296875,142.63075256347656,85.5790786743164,139.64649963378906,278.239990234375,235.25221252441406,153.56692504882812,109.77151489257812,18.80072593688965,52.46234130859375
151.5784149169922,52.82100296020508,259.1700134277344,169.00250244140625,250.64666748046875,64.25,145.03726196289062,87.07563018798828,140.93850708007812,277.95001220703125,237.82484436035156,155.96424865722656,110.60297393798828,18.835596084594727,52.53999328613281
156.70199584960938,54.61008834838867,277.8599853515625,170.8000030517578,251.2133331298828,66.69000244140625,146.01182556152344,88.0405044555664,141.82650756835938,276.19000244140625,239.43881225585938,158.08416748046875,111.64962005615234,18.961118698120117,52.452640533447266
158.5103302001953,55.098018646240234,285.6300048828125,171.2760009765625,258.1300048828125,67.22000122070312,146.10130310058594,88.55248260498047,142.63299560546875,272.3599853515625,241.04302978515625,148.1878204345703,111.62027740478516,18.91927719116211,52.30704116821289
162.3408660888672,56.73402404785156,279.67999267578125,170.2899932861328,263.78668212890625,65.37000274658203,144.55995178222656,89.6355209350586,141.50100708007812,272.8800048828125,242.6961669921875,146.65234375,111.19964599609375,19.10756492614746,52.03527069091797
161.4658660888672,57.32719421386719,272.2799987792969,165.79800415039062,259.1866760253906,62.45000076293945,141.11924743652344,89.093994140625,136.1840057373047,261.8900146484375,238.45086669921875,143.9380340576172,109.27263641357422,18.995986938476562,51.0937614440918
161.3394775390625,57.2889289855957,270.5,165.05599975585938,260.4366760253906,60.06999969482422,142.0341033935547,89.84226989746094,134.52099609375,257.4100036621094,238.94973754882812,144.65127563476562,109.72260284423828,19.10756492614746,51.404361724853516
159.14227294921875,56.2747917175293,271.2200012207031,164.2519989013672,258.49334716796875,60.38999938964844,140.71151733398438,85.78582763671875,133.2655029296875,261.5,235.8489227294922,143.86868286132812,107.90318298339844,18.835596084594727,50.92875289916992
162.4866943359375,58.293487548828125,275.260009765625,164.16299438476562,258.40667724609375,61.97999954223633,141.8551025390625,88.3555679321289,136.46249389648438,267.510009765625,237.6291961669922,145.68153381347656,110.45623779296875,18.94019889831543,51.46260070800781
162.3116912841797,59.04930877685547,270.8599853515625,159.48899841308594,260.510009765625,58.38999938964844,138.3646697998047,87.88297271728516,133.76499938964844,259.5799865722656,237.7759246826172,145.7607879638672,109.0280990600586,19.002960205078125,51.4334831237793
164.9622802734375,58.953636169433594,271.7699890136719,161.0500030517578,260.1966552734375,59.86000061035156,140.3236846923828,90.07856750488281,136.177001953125,257.1199951171875,239.86923217773438,148.0590362548828,108.43140411376953,19.072696685791016,51.520835876464844
165.31439208984375,57.872535705566406,275.2699890136719,163.10049438476562,260.9166564941406,61.290000915527344,141.208740234375,89.93087768554688,137.35400390625,253.64999389648438,241.70822143554688,147.4052276611328,109.20416259765625,19.0447998046875,52.132328033447266
166.3609161376953,58.03517532348633,274.5799865722656,165.1215057373047,264.53668212890625,63.970001220703125,142.49154663085938,90.88591766357422,139.1855010986328,256.2699890136719,242.90158081054688,150.4266357421875,109.76172637939453,19.379947662353516,52.297340393066406
166.48806762695312,59.48940658569336,272.4800109863281,164.43099975585938,261.8299865722656,63.68000030517578,142.10369873046875,93.25711059570312,140.05599975585938,255.0500030517578,242.29510498046875,151.0507354736328,108.79332733154297,19.15102195739746,52.5302848815918
162.98655700683594,58.89623260498047,273.75,162.31500244140625,263.9800109863281,62.099998474121094,142.0142059326172,94.14631652832031,138.84750366210938,253.97000122070312,241.19955444335938,148.87135314941406,108.51943969726562,18.62163543701172,52.637054443359375
161.734619140625,58.590084075927734,279.0,162.3665008544922,268.5733337402344,61.45000076293945,140.72145080566406,94.42295837402344,136.71299743652344,255.49000549316406,239.1845245361328,151.91258239746094,108.578125,18.192398071289062,52.637054443359375
157.47019958496094,58.42743682861328,284.4100036621094,164.21400451660156,270.3599853515625,62.20000076293945,140.12478637695312,95.24299621582031,137.89999389648438,266.239990234375,237.35528564453125,154.83493041992188,108.34336853027344,18.099395751953125,52.646766662597656
159.8860626220703,59.31719207763672,290.0199890136719,164.9929962158203,272.7733459472656,63.16999816894531,142.95892333984375,94.13643646240234,141.41200256347656,267.010009765625,239.21385192871094,155.6670379638672,109.42915344238281,18.328323364257812,53.00589370727539
162.95721435546875,59.88166809082031,291.6600036621094,170.4510040283203,281.010009765625,62.77000045776367,144.03289794921875,94.18583679199219,141.6750030517578,266.32000732421875,236.9640350341797,156.5288848876953,109.01830291748047,18.38555145263672,52.87971115112305
162.89852905273438,59.85295867919922,291.70001220703125,172.33700561523438,290.03668212890625,64.83999633789062,145.73336791992188,95.35167694091797,142.9604949951172,274.2300109863281,236.9738006591797,157.93556213378906,110.89643096923828,18.120859146118164,52.35557556152344
164.87425231933594,60.75228500366211,292.3399963378906,172.20750427246094,288.0899963378906,66.11000061035156,147.93106079101562,95.89507293701172,143.82200622558594,276.3999938964844,237.47268676757812,156.34068298339844,111.0137939453125,18.306861877441406,52.55940628051758
167.09446716308594,61.08713912963867,290.0899963378906,170.7530059814453,288.6000061035156,65.80000305175781,148.4282684326172,95.48011016845703,142.4149932861328,275.7099914550781,234.48924255371094,156.9647674560547,111.37572479248047,18.53578758239746,53.025306701660156
165.78387451171875,59.97733688354492,289.80999755859375,171.75050354003906,298.0,65.4000015258789,148.6470489501953,95.14419555664062,142.78050231933594,274.7799987792969,236.13258361816406,160.65980529785156,111.94307708740234,18.428478240966797,52.75353240966797
168.0138702392578,60.38872528076172,292.55999755859375,166.77749633789062,303.2266540527344,62.2400016784668,147.8614501953125,97.07079315185547,138.625,277.5799865722656,233.2371826171875,161.94760131835938,112.05067443847656,18.235321044921875,52.85059356689453
167.19227600097656,61.56550598144531,293.9200134277344,166.01849365234375,341.6199951171875,62.11000061035156,147.81173706054688,96.7151107788086,138.7729949951172,279.7900085449219,232.16114807128906,162.68067932128906,112.20718383789062,18.34263038635254,52.637054443359375
167.64218139648438,62.99102783203125,295.1099853515625,168.80349731445312,339.4766540527344,61.43000030517578,148.48794555664062,95.81603240966797,139.6719970703125,278.70001220703125,231.26123046875,162.25469970703125,112.41260528564453,18.14947509765625,52.87001037597656
164.15048217773438,61.355018615722656,295.1499938964844,169.62449645996094,345.9533386230469,54.810001373291016,148.02056884765625,94.87743377685547,146.42750549316406,272.80999755859375,237.43356323242188,160.82821655273438,111.03335571289062,17.927703857421875,53.88916778564453
166.625,61.5272331237793,298.3800048828125,172.32850646972656,359.0133361816406,54.290000915527344,151.71983337402344,95.07504272460938,146.12899780273438,276.5799865722656,240.14309692382812,162.91845703125,110.7301254272461,18.278244018554688,54.393890380859375
166.16531372070312,61.68031311035156,299.69000244140625,168.6215057373047,371.3333435058594,53.540000915527344,148.9652557373047,94.78852081298828,148.27049255371094,274.6499938964844,240.19203186035156,165.72190856933594,103.75569915771484,18.070783615112305,54.71419143676758
166.07728576660156,62.79011154174805,302.760009765625,165.90550231933594,402.86334228515625,55.11000061035156,148.1299591064453,93.24723052978516,143.7740020751953,278.94000244140625,245.11228942871094,164.77090454101562,107.40431213378906,18.14947509765625,54.52006530761719
166.73260498046875,62.015167236328125,302.95001220703125,165.6374969482422,390.6666564941406,53.9900016784668,149.1840362548828,94.71935272216797,145.86300659179688,280.2900085449219,243.801513671875,166.25686645507812,109.01830291748047,18.049320220947266,54.45212173461914
166.79127502441406,61.16367721557617,302.8900146484375,169.1999969482422,404.6199951171875,54.529998779296875,150.64584350585938,94.9959945678711,146.7899932861328,285.6600036621094,244.93618774414062,170.88307189941406,110.15299987792969,18.0135498046875,54.63654708862305
164.6003875732422,61.6229133605957,308.0400085449219,173.85000610351562,409.9700012207031,53.68000030517578,150.11878967285156,94.48223114013672,148.68299865722656,282.20001220703125,247.92942810058594,173.79551696777344,109.71282958984375,17.741701126098633,54.93743896484375
164.36566162109375,62.20651626586914,307.25,175.94949340820312,407.36334228515625,53.150001525878906,150.6565704345703,93.81039428710938,149.24099731445312,264.70001220703125,249.15216064453125,175.84609985351562,114.35918426513672,17.95631980895996,55.17039108276367
165.35350036621094,62.876224517822266,309.9599914550781,174.44900512695312,387.64666748046875,54.08000183105469,149.82003784179688,93.99811553955078,149.35150146484375,259.8999938964844,247.57728576660156,170.2391815185547,112.64736938476562,17.798933029174805,54.675376892089844
164.1015625,63.488529205322266,309.7099914550781,178.81149291992188,341.1666564941406,53.70000076293945,150.18850708007812,93.4547119140625,149.24850463867188,258.3999938964844,247.1370849609375,172.1907196044922,111.63983917236328,17.67731475830078,54.83067321777344
163.945068359375,62.237770080566406,299.6700134277344,174.1024932861328,355.98333740234375,52.33000183105469,147.3104248046875,92.70384216308594,146.62600708007812,251.25999450683594,247.60662841796875,166.6828155517578,111.25669860839844,17.849010467529297,55.05391311645508
163.93528747558594,62.3541145324707,302.9800109863281,173.625,354.5033264160156,51.97999954223633,147.2606201171875,92.91131591796875,146.7480010986328,247.60000610351562,244.70143127441406,165.4049072265625,109.47856140136719,17.82754898071289,55.07332992553711
163.20175170898438,61.87902069091797,306.6499938964844,176.25750732421875,344.47332763671875,52.25,149.37188720703125,92.41732025146484,149.64549255371094,254.97000122070312,245.20030212402344,167.5050506591797,109.75362396240234,17.84185791015625,54.9471435546875
162.90830993652344,62.412296295166016,305.489990234375,177.28399658203125,337.7966613769531,52.95000076293945,149.3818359375,92.89155578613281,149.38800048828125,263.7099914550781,247.4207763671875,167.26730346679688,109.90099334716797,17.741701126098633,54.95684814453125
161.734619140625,63.042518615722656,307.0899963378906,177.03500366210938,351.57666015625,52.11000061035156,150.3777313232422,94.46247863769531,149.0760040283203,264.489990234375,246.9512481689453,170.2193603515625,110.25465393066406,17.64154815673828,54.568603515625
160.8641357421875,62.3541145324707,308.0199890136719,177.4499969482422,363.0033264160156,50.61000061035156,152.8574676513672,94.18583679199219,149.06199645996094,263.7099914550781,247.17623901367188,170.13018798828125,110.53954315185547,17.64154815673828,54.267704010009766
159.47528076171875,61.67540740966797,302.989990234375,184.80299377441406,365.4599914550781,48.599998474121094,157.2194061279297,93.52388000488281,150.70899963378906,255.75,247.94898986816406,169.74386596679688,110.91285705566406,17.44839096069336,53.78239822387695
157.3919677734375,58.8248176574707,301.1700134277344,183.82850646972656,379.0199890136719,48.400001525878906,159.8883819580078,92.8421630859375,149.95249938964844,251.3000030517578,246.45236206054688,173.2407684326172,108.8301773071289,17.26239013671875,53.510616302490234
160.7467803955078,59.6392707824707,296.8399963378906,178.6284942626953,385.6233215332031,47.310001373291016,160.35643005371094,93.47447967529297,147.07850646972656,242.27999877929688,247.94898986816406,172.6067657470703,109.48837280273438,17.670162200927734,53.84063720703125
164.59060668945312,61.21000671386719,291.4200134277344,179.0019989013672,369.6766662597656,47.13999938964844,160.7448272705078,91.82452392578125,146.7570037841797,206.63999938964844,250.07164001464844,170.53636169433594,111.58089447021484,17.713085174560547,54.238590240478516
163.29954528808594,61.54936218261719,289.1700134277344,179.02049255371094,372.0,47.52000045776367,161.27264404296875,92.45684051513672,146.71749877929688,208.3000030517578,251.49977111816406,170.41748046875,111.96402740478516,17.5056209564209,53.80181121826172
158.37982177734375,59.38718032836914,284.2099914550781,175.22799682617188,360.6400146484375,47.06999969482422,156.16378784179688,91.22183990478516,142.80599975585938,220.2100067138672,244.55470275878906,166.445068359375,108.71228790283203,17.32677459716797,52.1517448425293
157.69515991210938,59.71683883666992,296.739990234375,178.07850646972656,378.9966735839844,45.779998779296875,159.57965087890625,91.82452392578125,146.11399841308594,218.97999572753906,244.83839416503906,168.27772521972656,108.78105163574219,17.090696334838867,52.976776123046875
155.34779357910156,58.02006530761719,284.9599914550781,175.35350036621094,381.586669921875,43.939998626708984,164.61880493164062,89.65092468261719,142.45199584960938,211.41000366210938,240.58921813964844,167.65362548828125,107.71023559570312,16.332380294799805,51.30413818359375
154.42840576171875,57.97158432006836,251.5,172.18600463867188,365.0,42.81999969482422,164.0909881591797,88.67280578613281,141.6179962158203,197.7100067138672,240.1761016845703,165.13743591308594,106.74748992919922,15.903145790100098,51.15740966796875
157.6756134033203,59.41626739501953,261.20001220703125,171.8679962158203,361.5333251953125,42.650001525878906,163.08514404296875,88.90992736816406,143.77650451660156,191.75,244.72035217285156,168.406494140625,109.45890808105469,16.48976707458496,51.91059112548828
154.8196258544922,59.03812789916992,258.32000732421875,169.489501953125,338.3233337402344,42.06999969482422,161.1730499267578,87.18092346191406,142.52049255371094,183.9199981689453,245.24166870117188,168.94735717773438,109.28206634521484,16.7830753326416,52.370323181152344
156.6486358642578,59.70714569091797,258.75,171.36849975585938,336.336669921875,44.470001220703125,164.63873291015625,87.8725357055664,143.79649353027344,185.83999633789062,251.59571838378906,167.62745666503906,111.36476135253906,16.654308319091797,53.710391998291016
159.00579833984375,60.37615966796875,266.989990234375,176.1645050048828,350.5833435058594,44.459999084472656,170.47454833984375,88.96920776367188,148.0364990234375,189.05999755859375,255.64816284179688,169.9893798828125,114.2137222290039,16.511228561401367,54.00383758544922
157.18658447265625,60.55068588256836,266.30999755859375,176.1580047607422,356.32000732421875,45.720001220703125,174.35848999023438,87.8725357055664,148.7205047607422,194.86000061035156,255.32357788085938,168.95730590820312,114.20388793945312,16.57561492919922,53.79842758178711
156.9420623779297,60.70581817626953,264.32000732421875,174.17100524902344,334.6000061035156,46.459999084472656,173.84063720703125,87.7045669555664,148.1060028076172,188.27000427246094,258.038330078125,166.82362365722656,113.31973266601562,16.411073684692383,53.66148376464844
156.3160858154297,61.093650817871094,266.0299987792969,172.21200561523438,339.010009765625,45.560001373291016,178.7104949951172,101.3982162475586,148.6750030517578,185.25,260.62518310546875,167.7763214111328,114.67544555664062,16.339534759521484,55.05046081542969
154.45773315429688,59.75562286376953,265.760009765625,169.5675048828125,322.13665771484375,44.599998474121094,175.01577758789062,99.6791000366211,146.70449829101562,184.57000732421875,258.7760314941406,165.57318115234375,113.52603912353516,16.05337905883789,56.49812698364258
155.64122009277344,59.66836166381836,255.58999633789062,169.0915069580078,319.5033264160156,44.349998474121094,173.61158752441406,98.69110107421875,144.9705047607422,181.94000244140625,258.2153625488281,164.14410400390625,112.69100189208984,15.946067810058594,56.537254333496094
154.477294921875,59.40657424926758,260.0400085449219,173.31500244140625,325.3299865722656,44.06999969482422,178.56109619140625,102.4059829711914,147.36849975585938,183.72999572753906,260.18255615234375,162.65548706054688,112.66152954101562,15.860221862792969,56.79157638549805
156.89315795898438,59.5035285949707,253.1199951171875,168.87100219726562,308.97332763671875,43.130001068115234,171.5500946044922,101.98113250732422,144.8385009765625,182.39999389648438,261.1956787109375,161.4844512939453,111.59070587158203,16.961923599243164,57.368682861328125
153.3231658935547,58.204288482666016,252.92999267578125,170.0175018310547,310.8566589355469,43.06999969482422,170.4347381591797,95.46035766601562,142.80299377441406,199.74000549316406,257.4088439941406,160.13479614257812,106.71800994873047,17.01200294494629,56.468780517578125
150.56500244140625,57.36074447631836,247.2100067138672,167.07899475097656,299.9800109863281,42.97999954223633,169.05044555664062,90.54012298583984,142.40150451660156,197.97000122070312,257.4383239746094,155.7880401611328,106.18751525878906,17.305313110351562,56.28293228149414
152.66786193847656,58.65998840332031,252.5500030517578,170.41700744628906,312.84332275390625,44.36000061035156,172.277099609375,90.41168212890625,144.2205047607422,199.4199981689453,260.05474853515625,165.36477661132812,108.4273910522461,17.5056209564209,56.507911682128906
153.2644805908203,59.13508987426758,252.8000030517578,171.03700256347656,336.2900085449219,43.900001525878906,174.9161834716797,88.78148651123047,146.94900512695312,193.1300048828125,260.595703125,164.18380737304688,109.77327728271484,17.727392196655273,56.90895462036133
153.8122100830078,59.16417694091797,253.13999938964844,171.06849670410156,355.6666564941406,44.15999984741211,175.5535430908203,88.64317321777344,147.1425018310547,191.64999389648438,261.5891418457031,164.4120635986328,110.3921890258789,17.791780471801758,56.94807815551758
154.69248962402344,60.00771713256836,258.29998779296875,169.66949462890625,364.64666748046875,44.33000183105469,179.5868682861328,88.46532440185547,148.06399536132812,187.44000244140625,263.841552734375,166.30755615234375,112.20962524414062,17.727392196655273,57.368682861328125
155.1619415283203,59.81379699707031,255.4499969482422,170.66099548339844,362.8233337402344,43.43000030517578,178.55113220214844,87.58601379394531,146.447998046875,183.77000427246094,263.48748779296875,165.1563720703125,113.53585815429688,17.756010055541992,57.59366226196289
155.08370971679688,59.29022216796875,254.5399932861328,169.2010040283203,362.0633239746094,42.7599983215332,178.64077758789062,87.15129852294922,146.50450134277344,181.80999755859375,264.08746337890625,167.4984588623047,114.33160400390625,17.62723731994629,57.66212844848633
